City_or_County,Year,Month,Day,CC_Year,CC_Month,CC_Day,Hour,Minute,Types_of_waters,Drowning_reasons,Drowning_results,Gender,Age,Swimming_skills
Changhua County,2018,11,23,2018,10,16,10,35,Ditch,Floating Corpse,Dead,Male,39,Unknown
Changhua County,2018,12,14,2018,11,8,8,48,Offshore (<1km),Suicide,Dead,Female,38,Unknown
Changhua County,2018,12,24,2018,11,18,23,28,Pond,Slipping,Dead,Female,42,Unknown
Changhua County,2018,12,26,2018,11,20,3,41,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Nantou County,2018,6,10,2018,4,27,15,15,Ditch,Work,Rescued,Male,72,Unknown
Nantou County,2018,6,30,2018,5,17,15,15,Lake,Floating Corpse,Dead,Female,59,Unknown
Nantou County,2018,7,17,2018,6,5,18,5,River,Playing,Dead,Male,9,Unknown
Nantou County,2018,7,21,2018,6,9,6,28,Lake,Slipping,Dead,Male,27,Unknown
Nantou County,2018,7,26,2018,6,14,9,13,Fish Pond,Slipping,Dead,Female,87,No
Nantou County,2018,7,30,2018,6,18,6,34,River,Suicide,Rescued,Male,24,Unknown
Nantou County,2018,8,16,2018,7,6,15,4,Swimming Pool,Slipping,Rescued,Male,7,No
Nantou County,2018,9,21,2018,8,12,8,26,River,Suicide,Dead,Male,56,Unknown
Nantou County,2018,11,21,2018,10,14,7,45,River,Fishing,Dead,Male,27,Unknown
Yunlin County,2018,4,1,2018,2,16,19,31,Ditch,Slipping,Dead,Male,73,Unknown
Yunlin County,2018,5,18,2018,4,4,18,53,Ditch,Traffic Accident,Dead,Male,64,Unknown
Yunlin County,2018,6,7,2018,4,24,5,54,Ditch,Slipping,Dead,Male,33,Unknown
Yunlin County,2018,6,16,2018,5,3,16,7,Offshore (<1km),Work,Dead,Male,64,Unknown
Yunlin County,2018,7,2,2018,5,19,15,15,Others,Slipping,Dead,Female,55,Unknown
Yunlin County,2018,7,15,2018,6,3,13,26,River,Slipping,Dead,Male,65,Unknown
Yunlin County,2018,7,20,2018,6,8,13,23,Ditch,Others,Dead,Female,80,Unknown
Yunlin County,2018,7,22,2018,6,10,7,58,Fish Pond,Others,Dead,Male,58,Unknown
Yunlin County,2018,7,29,2018,6,17,11,0,Ditch,Suicide,Dead,Female,45,Unknown
Yunlin County,2018,9,7,2018,7,28,20,48,Pond,Others,Dead,Male,57,Unknown
Yunlin County,2018,9,27,2018,8,18,10,22,Offshore (<1km),Others,Dead,Male,60,Unknown
Yunlin County,2018,10,20,2018,9,12,6,2,Ditch,Fishing,Dead,Male,59,Unknown
Yunlin County,2018,11,2,2018,9,25,6,50,Fish Pond,Others,Dead,Female,66,Unknown
Yunlin County,2018,11,22,2018,10,15,9,45,Fish Pond,Floating Corpse,Dead,Male,Unknown,Unknown
Yunlin County,2018,11,30,2018,10,23,15,52,Ditch,Others,Dead,Female,77,Unknown
Yunlin County,2018,12,17,2018,11,11,11,8,Ditch,Fishing,Dead,Male,63,Unknown
Yunlin County,2018,12,20,2018,11,14,9,44,River,Suicide,Dead,Male,68,Unknown
Chiayi County,2018,3,16,2018,1,29,17,19,Pond,Slipping,Dead,Male,22,Unknown
Chiayi County,2018,3,24,2018,2,8,3,57,Lake,Fishing,Dead,Male,37,Unknown
Chiayi County,2018,3,24,2018,2,8,3,57,Lake,Fishing,Dead,Male,40,Unknown
Chiayi County,2018,4,24,2018,3,9,11,31,Ditch,Others,Dead,Female,8,No
Chiayi County,2018,5,4,2018,3,19,16,1,Fish Pond,Slipping,Dead,Male,79,Unknown
Chiayi County,2018,5,8,2018,3,23,14,33,Fish Pond,Slipping,Dead,Female,90,No
Chiayi County,2018,7,14,2018,6,2,8,10,Fish Pond,Traffic Accident,Dead,Female,67,Unknown
Chiayi County,2018,10,7,2018,8,28,18,18,River,Fishing,Dead,Male,75,Unknown
Chiayi County,2018,10,8,2018,8,29,9,58,Ditch,Others,Dead,Female,83,No
Chiayi County,2018,10,19,2018,9,11,10,21,Reservoir,Suicide,Dead,Female,46,Unknown
Chiayi County,2018,12,25,2018,11,19,20,40,River,Others,Dead,Female,58,Unknown
Pingtung County,2018,1,2,2017,11,16,16,46,Others,Work,Dead,Male,77,Unknown
Pingtung County,2018,1,24,2017,12,8,13,53,Dock,Suicide,Rescued,Male,54,No
Pingtung County,2018,2,8,2017,12,23,20,22,Offshore (<1km),Suicide,Rescued,Female,22,No
Pingtung County,2018,2,9,2017,12,24,12,38,Offshore (<1km),Work,Rescued,Male,46,Unknown
Pingtung County,2018,2,9,2017,12,24,12,38,Offshore (<1km),Work,Rescued,Male,46,Unknown
Pingtung County,2018,2,9,2017,12,24,12,38,Offshore (<1km),Work,Rescued,Male,63,Unknown
Pingtung County,2018,2,16,2018,1,1,8,58,Fish Pond,Slipping,Dead,Male,27,Unknown
Pingtung County,2018,3,12,2018,1,25,11,19,Offshore (<1km),Suicide,Rescued,Male,43,No
Pingtung County,2018,4,12,2018,2,27,22,53,Fish Pond,Work,Dead,Male,74,Unknown
Pingtung County,2018,4,29,2018,3,14,16,1,Lake,Floating Corpse,Dead,Female,50,Unknown
Pingtung County,2018,5,16,2018,4,2,23,7,Offshore (<1km),Work,Dead,Male,42,Yes
Pingtung County,2018,5,27,2018,4,13,8,55,River,Others,Dead,Female,41,Unknown
Pingtung County,2018,5,31,2018,4,17,21,1,Fish Pond,Work,Dead,Male,65,Unknown
Pingtung County,2018,6,2,2018,4,19,11,52,Swimming Pool,Playing,Rescued,Female,3,Unknown
Pingtung County,2018,6,30,2018,5,17,8,32,River,Slipping,Dead,Male,58,Unknown
Pingtung County,2018,7,2,2018,5,19,16,51,River,Work,Dead,Male,55,Yes
Pingtung County,2018,7,7,2018,5,24,8,52,Ditch,Floating Corpse,Dead,Male,41,Unknown
Pingtung County,2018,7,14,2018,6,2,19,45,Offshore (<1km),Suicide,Dead,Male,31,Unknown
Pingtung County,2018,7,29,2018,6,17,9,59,Offshore (<1km),Work,Rescued,Male,70,Yes
Pingtung County,2018,7,30,2018,6,18,9,5,Offshore (>1km),Fishing,Rescued,Male,24,Unknown
Pingtung County,2018,8,5,2018,6,24,9,2,River,Floating Corpse,Dead,Male,48,Unknown
Pingtung County,2018,8,14,2018,7,4,7,13,Ditch,Traffic Accident,Dead,Male,Unknown,Unknown
Pingtung County,2018,8,30,2018,7,20,10,17,River,Slipping,Rescued,Male,57,Unknown
Pingtung County,2018,9,1,2018,7,22,16,44,Dock,Suicide,Dead,Male,43,Unknown
Pingtung County,2018,9,3,2018,7,24,17,32,Others,Work,Dead,Male,68,Yes
Pingtung County,2018,9,4,2018,7,25,17,4,Offshore (<1km),Others,Dead,Male,40,Unknown
Pingtung County,2018,9,12,2018,8,3,23,6,Ditch,Slipping,Rescued,Male,18,No
Pingtung County,2018,9,24,2018,8,15,7,47,Offshore (>1km),Capsizing,Missing,Male,48,Unknown
Pingtung County,2018,9,27,2018,8,18,15,20,Offshore (<1km),Others,Dead,Male,39,Unknown
Pingtung County,2018,10,21,2018,9,13,11,53,Ditch,Slipping,Dead,Female,82,Unknown
Pingtung County,2018,10,21,2018,9,13,21,32,Offshore (<1km),Suicide,Dead,Male,19,Unknown
Pingtung County,2018,10,24,2018,9,16,8,12,River,Suicide,Dead,Male,44,Unknown
Pingtung County,2018,11,21,2018,10,14,0,0,Offshore (<1km),Snorkeling,Rescued,Male,42,Yes
Pingtung County,2018,12,6,2018,10,29,7,39,River,Suicide,Dead,Male,48,Unknown
Pingtung County,2018,12,15,2018,11,9,14,22,Offshore (<1km),Snorkeling,Dead,Male,50,Yes
Pingtung County,2018,12,26,2018,11,20,21,57,Offshore (<1km),Snorkeling,Dead,Male,50,Yes
Taitung County,2018,1,1,2017,11,15,15,36,Offshore (<1km),Snorkeling,Rescued,Male,57,Yes
Taitung County,2018,2,22,2018,1,7,14,0,Offshore (<1km),Playing,Rescued,Male,27,Yes
Taitung County,2018,3,19,2018,2,3,4,2,Offshore (<1km),Others,Dead,Male,Unknown,Unknown
Taitung County,2018,3,19,2018,2,3,4,2,Offshore (<1km),Others,Dead,Female,Unknown,Unknown
Taitung County,2018,3,19,2018,2,3,4,2,Offshore (<1km),Others,Rescued,Female,Unknown,Unknown
Taitung County,2018,3,19,2018,2,3,4,2,Offshore (<1km),Others,Rescued,Female,Unknown,Unknown
Taitung County,2018,4,1,2018,2,16,10,59,Ditch,Slipping,Rescued,Male,56,No
Taitung County,2018,4,22,2018,3,7,9,47,Offshore (<1km),Snorkeling,Dead,Male,68,Unknown
Taitung County,2018,4,29,2018,3,14,11,15,Offshore (<1km),Snorkeling,Rescued,Female,25,Unknown
Taitung County,2018,4,29,2018,3,14,11,15,Offshore (<1km),Snorkeling,Rescued,Male,25,Unknown
Taitung County,2018,4,29,2018,3,14,11,15,Offshore (<1km),Snorkeling,Rescued,Female,23,Unknown
Taitung County,2018,4,29,2018,3,14,11,15,Offshore (<1km),Snorkeling,Rescued,Female,36,Unknown
Taitung County,2018,4,29,2018,3,14,11,15,Offshore (<1km),Snorkeling,Rescued,Female,45,Unknown
Taitung County,2018,5,5,2018,3,20,15,23,Offshore (<1km),Playing,Rescued,Male,45,Unknown
Taitung County,2018,5,15,2018,4,1,0,58,Offshore (<1km),Snorkeling,Dead,Male,39,Yes
Taitung County,2018,5,20,2018,4,6,16,22,Fish Pond,Others,Dead,Female,91,Unknown
Taitung County,2018,5,28,2018,4,14,18,58,Offshore (<1km),Floating Corpse,Dead,Male,23,Unknown
Taitung County,2018,6,8,2018,4,25,18,16,Offshore (<1km),Others,Dead,Male,36,Yes
Taitung County,2018,6,10,2018,4,27,6,13,Ditch,Suicide,Rescued,Male,81,Unknown
Taitung County,2018,6,20,2018,5,7,17,31,River,Others,Dead,Male,54,Unknown
Taitung County,2018,6,21,2018,5,8,17,27,Swimming Pool,Slipping,Rescued,Male,6,No
Taitung County,2018,6,27,2018,5,14,5,13,Others,Others,Dead,Unknown,Unknown,Unknown
Taitung County,2018,6,29,2018,5,16,0,8,Offshore (<1km),Others,Rescued,Female,45,Yes
Taitung County,2018,7,13,2018,6,1,18,19,Dock,Playing,Dead,Male,23,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,43,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,63,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,57,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,Unknown,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Unknown,Unknown,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,60,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,52,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,Unknown,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,48,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,61,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,52,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,58,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,54,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,63,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,60,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,56,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,21,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,56,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,53,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,47,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,19,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,57,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,27,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,50,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,Unknown,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Female,Unknown,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,49,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,59,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,52,Unknown
Taitung County,2018,7,15,2018,6,3,17,58,River,Others,Rescued,Male,Unknown,Unknown
Taitung County,2018,7,23,2018,6,11,14,36,Offshore (<1km),Snorkeling,Rescued,Female,25,Unknown
Taitung County,2018,7,28,2018,6,16,4,1,Dock,Slipping,Rescued,Male,20,Yes
Taitung County,2018,8,4,2018,6,23,10,32,Offshore (<1km),Snorkeling,Rescued,Female,45,Unknown
Taitung County,2018,8,12,2018,7,2,10,19,Offshore (<1km),Snorkeling,Dead,Male,44,Unknown
Taitung County,2018,8,13,2018,7,3,8,16,Ditch,Slipping,Dead,Female,64,Unknown
Taitung County,2018,9,5,2018,7,26,15,50,Offshore (<1km),Snorkeling,Dead,Female,51,Unknown
Taitung County,2018,9,17,2018,8,8,14,35,Others,Others,Rescued,Male,89,Unknown
Taitung County,2018,9,22,2018,8,13,14,53,Offshore (<1km),Snorkeling,Rescued,Male,21,Yes
Taitung County,2018,11,16,2018,10,9,19,56,Offshore (<1km),Snorkeling,Dead,Male,30,Unknown
Taitung County,2018,12,16,2018,11,10,9,8,Offshore (<1km),Fishing,Missing,Male,29,Unknown
Hualien County,2018,1,18,2017,12,2,11,50,Ditch,Traffic Accident,Rescued,Female,62,Unknown
Hualien County,2018,2,25,2018,1,10,13,33,Pond,Others,Dead,Male,14,Unknown
Hualien County,2018,3,18,2018,2,2,13,0,Offshore (>1km),Others,Missing,Male,Unknown,Unknown
Hualien County,2018,3,31,2018,2,15,14,29,Offshore (<1km),Others,Dead,Male,73,Unknown
Hualien County,2018,4,14,2018,2,29,12,34,Offshore (<1km),Others,Dead,Female,59,Unknown
Hualien County,2018,5,26,2018,4,12,15,46,Offshore (<1km),Snorkeling,Dead,Male,Unknown,Unknown
Hualien County,2018,5,30,2018,4,16,11,32,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Hualien County,2018,6,17,2018,5,4,11,47,River,Playing,Rescued,Female,5,Unknown
Hualien County,2018,6,18,2018,5,5,18,30,Others,Others,Dead,Male,53,Unknown
Hualien County,2018,6,30,2018,5,17,15,42,Offshore (<1km),Fishing,Dead,Male,55,Unknown
Hualien County,2018,7,17,2018,6,5,16,34,Offshore (<1km),Others,Dead,Female,80,Unknown
Hualien County,2018,7,18,2018,6,6,2,34,Offshore (<1km),Work,Rescued,Male,36,Unknown
Hualien County,2018,9,3,2018,7,24,6,41,Offshore (<1km),Capsizing,Rescued,Male,Unknown,Unknown
Hualien County,2018,9,3,2018,7,24,6,41,Offshore (<1km),Capsizing,Rescued,Male,Unknown,Unknown
Hualien County,2018,9,3,2018,7,24,6,41,Offshore (<1km),Capsizing,Rescued,Male,Unknown,Unknown
Hualien County,2018,9,3,2018,7,24,6,41,Offshore (<1km),Capsizing,Rescued,Male,Unknown,Unknown
Hualien County,2018,9,3,2018,7,24,6,41,Offshore (<1km),Capsizing,Dead,Male,Unknown,Unknown
Hualien County,2018,9,4,2018,7,25,13,17,River,Others,Dead,Male,71,Unknown
Hualien County,2018,9,4,2018,7,25,13,53,Offshore (<1km),Work,Missing,Male,67,Unknown
Hualien County,2018,11,27,2018,10,20,2,0,Offshore (<1km),Suicide,Rescued,Female,26,Unknown
Hualien County,2018,12,9,2018,11,3,20,6,River,Suicide,Rescued,Male,45,Unknown
Hualien County,2018,12,22,2018,11,16,16,11,Offshore (<1km),Slipping,Rescued,Female,52,Unknown
Penghu County,2018,5,2,2018,3,17,9,4,Offshore (<1km),Others,Dead,Male,57,No
Penghu County,2018,6,4,2018,4,21,23,37,Offshore (<1km),Others,Dead,Female,80,Unknown
Penghu County,2018,6,4,2018,4,21,23,40,Offshore (<1km),Others,Dead,Female,53,Unknown
Penghu County,2018,6,8,2018,4,25,16,6,Offshore (<1km),Floating Corpse,Dead,Male,58,Unknown
Penghu County,2018,6,9,2018,4,26,9,17,Offshore (<1km),Snorkeling,Rescued,Male,59,Yes
Penghu County,2018,6,18,2018,5,5,16,30,Offshore (<1km),Playing,Rescued,Male,16,Yes
Penghu County,2018,6,18,2018,5,5,16,30,Offshore (<1km),Playing,Dead,Male,45,Yes
Penghu County,2018,7,4,2018,5,21,8,38,Offshore (<1km),Others,Dead,Male,78,Unknown
Penghu County,2018,7,31,2018,6,19,19,15,Fish Pond,Slipping,Dead,Female,3,No
Penghu County,2018,7,31,2018,6,19,19,15,Fish Pond,Slipping,Rescued,Male,4,No
Penghu County,2018,8,3,2018,6,22,20,0,Offshore (<1km),Work,Dead,Male,58,Yes
Penghu County,2018,9,22,2018,8,13,7,10,Offshore (<1km),Playing,Dead,Male,62,Yes
Keelung City,2018,4,5,2018,2,20,0,9,River,Suicide,Dead,Male,80,No
Keelung City,2018,4,10,2018,2,25,12,25,River,Floating Corpse,Dead,Male,66,Unknown
Keelung City,2018,5,7,2018,3,22,15,41,River,Suicide,Rescued,Male,58,No
Keelung City,2018,6,6,2018,4,23,19,32,Lake,Suicide,Dead,Female,83,Unknown
Keelung City,2018,6,6,2018,4,23,22,53,Offshore (<1km),Snorkeling,Dead,Male,63,Yes
Keelung City,2018,6,16,2018,5,3,12,56,Offshore (<1km),Playing,Dead,Male,59,Unknown
Keelung City,2018,7,2,2018,5,19,9,20,Dock,Suicide,Dead,Male,71,No
Keelung City,2018,7,23,2018,6,11,10,38,Dock,Suicide,Dead,Male,54,No
Keelung City,2018,8,1,2018,6,20,22,12,Offshore (<1km),Snorkeling,Dead,Male,51,Yes
Keelung City,2018,9,2,2018,7,23,16,38,River,Others,Dead,Female,72,Unknown
Keelung City,2018,9,2,2018,7,23,20,6,Offshore (<1km),Fishing,Dead,Male,53,No
Keelung City,2018,9,28,2018,8,19,15,13,River,Suicide,Dead,Male,79,Unknown
Keelung City,2018,10,2,2018,8,23,2,18,Lake,Others,Dead,Female,69,Unknown
Keelung City,2018,10,4,2018,8,25,8,57,River,Floating Corpse,Dead,Male,53,Unknown
Keelung City,2018,11,18,2018,10,11,18,27,Offshore (<1km),Fishing,Rescued,Male,44,Yes
Keelung City,2018,11,22,2018,10,15,0,56,Offshore (<1km),Suicide,Rescued,Male,68,Yes
Keelung City,2018,12,4,2018,10,27,0,0,River,Others,Rescued,Male,78,No
Keelung City,2018,12,9,2018,11,3,15,16,Offshore (<1km),Floating Corpse,Dead,Female,76,No
Keelung City,2018,12,27,2018,11,21,8,4,Offshore (<1km),Playing,Dead,Female,56,Yes
Keelung City,2018,12,27,2018,11,21,8,4,Offshore (<1km),Playing,Rescued,Male,45,Yes
Hsinchu City,2018,5,17,2018,4,3,16,7,Lake,Suicide,Dead,Female,87,Unknown
Hsinchu City,2018,5,22,2018,4,8,5,51,Offshore (<1km),Suicide,Dead,Male,47,Unknown
Hsinchu City,2018,6,6,2018,4,23,12,40,Ditch,Slipping,Dead,Female,76,Unknown
Hsinchu City,2018,6,25,2018,5,12,15,29,Ditch,Floating Corpse,Dead,Male,52,Unknown
Hsinchu City,2018,7,12,2018,5,29,15,50,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Hsinchu City,2018,7,24,2018,6,12,5,11,Offshore (<1km),Floating Corpse,Dead,Male,50,Unknown
Hsinchu City,2018,7,29,2018,6,17,11,14,Offshore (<1km),Work,Rescued,Male,77,Unknown
Hsinchu City,2018,7,29,2018,6,17,11,14,Offshore (<1km),Saving Others,Rescued,Male,47,Unknown
Hsinchu City,2018,8,17,2018,7,7,19,2,Offshore (<1km),Suicide,Dead,Male,40,Unknown
Hsinchu City,2018,8,17,2018,7,7,19,2,Offshore (<1km),Suicide,Dead,Male,4,Unknown
Hsinchu City,2018,9,4,2018,7,25,10,13,River,Fishing,Dead,Male,59,Unknown
Hsinchu City,2018,9,14,2018,8,5,12,43,Offshore (<1km),Work,Rescued,Male,88,Unknown
Kinmin County,2018,3,24,2018,2,8,0,0,Pond,Slipping,Dead,Male,57,No
Kinmin County,2018,5,2,2018,3,17,8,55,Offshore (>1km),Capsizing,Missing,Male,Unknown,Unknown
Kinmin County,2018,5,2,2018,3,17,8,55,Offshore (>1km),Capsizing,Rescued,Male,Unknown,Unknown
Kinmin County,2018,7,13,2018,6,1,18,56,Offshore (<1km),Others,Dead,Female,61,Unknown
Kinmin County,2018,8,4,2018,6,23,7,12,Swimming Pool,Others,Rescued,Male,42,Yes
Kinmin County,2018,8,16,2018,7,6,10,36,Lake,Slipping,Rescued,Female,66,No
Kinmin County,2018,8,27,2018,7,17,20,51,Lake,Suicide,Dead,Male,52,Unknown
Kinmin County,2018,8,28,2018,7,18,19,5,Offshore (<1km),Others,Rescued,Male,47,Unknown
Kinmin County,2018,9,19,2018,8,10,13,47,Offshore (<1km),Work,Dead,Male,78,Unknown
Kinmin County,2018,9,28,2018,8,19,7,37,Pond,Traffic Accident,Rescued,Male,57,Unknown
Kinmin County,2018,10,24,2018,9,16,8,12,Offshore (<1km),Work,Rescued,Female,77,Unknown
Kinmin County,2018,10,24,2018,9,16,8,12,Offshore (<1km),Work,Rescued,Female,77,Unknown
Kinmin County,2018,11,19,2018,10,12,20,15,Offshore (>1km),Work,Missing,Male,48,Unknown
Kinmin County,2018,11,30,2018,10,23,0,0,Pond,Traffic Accident,Rescued,Male,50,Unknown
Lienchiang County,2018,2,12,2017,12,27,20,26,Offshore (<1km),Fishing,Dead,Male,51,Yes
Keelung Harbor,2018,1,10,2017,11,24,19,41,Dock,Suicide,Rescued,Male,45,Unknown
Keelung Harbor,2018,5,14,2018,3,29,22,5,Dock,Snorkeling,Rescued,Male,42,Yes
Keelung Harbor,2018,5,29,2018,4,15,0,11,Dock,Others,Dead,Female,76,Unknown
Keelung Harbor,2018,6,8,2018,4,25,0,0,Dock,Others,Dead,Male,68,Unknown
Keelung Harbor,2018,8,18,2018,7,8,13,17,Dock,Suicide,Rescued,Male,82,Unknown
Keelung Harbor,2018,9,23,2018,8,14,20,55,Dock,Others,Rescued,Male,14,Unknown
Keelung Harbor,2018,11,22,2018,10,15,1,23,Dock,Suicide,Rescued,Male,68,Unknown
Keelung Harbor,2018,12,1,2018,10,24,22,47,Dock,Suicide,Dead,Female,78,Unknown
Keelung Harbor,2018,12,9,2018,11,3,15,24,Dock,Others,Dead,Female,77,Unknown
Taichung Port,2018,2,28,2018,1,13,13,39,Dock,Traffic Accident,Dead,Male,Unknown,Unknown
Taichung Port,2018,6,7,2018,4,24,5,36,Dock,Floating Corpse,Dead,Female,38,No
Taichung Port,2018,10,27,2018,9,19,12,17,Offshore (<1km),Saving Others,Dead,Male,68,Yes
Taichung Port,2018,10,27,2018,9,19,12,17,Offshore (<1km),Work,Dead,Male,63,Yes
Kaohsiung Harbor,2018,1,23,2017,12,7,4,17,Offshore (<1km),Suicide,Rescued,Female,44,Unknown
Kaohsiung Harbor,2018,3,3,2018,1,16,23,59,Dock,Others,Rescued,Male,21,Unknown
Kaohsiung Harbor,2018,3,8,2018,1,21,6,46,Offshore (<1km),Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung Harbor,2018,4,13,2018,2,28,13,55,Others,Work,Dead,Male,62,Unknown
Kaohsiung Harbor,2018,4,17,2018,3,2,10,8,Dock,Suicide,Rescued,Male,48,Unknown
Kaohsiung Harbor,2018,5,4,2018,3,19,7,5,Dock,Others,Dead,Female,70,Unknown
Kaohsiung Harbor,2018,5,7,2018,3,22,6,3,Dock,Floating Corpse,Dead,Female,Unknown,Unknown
Kaohsiung Harbor,2018,5,24,2018,4,10,22,24,Dock,Slipping,Rescued,Male,59,Yes
Kaohsiung Harbor,2018,5,30,2018,4,16,23,46,Offshore (<1km),Others,Rescued,Male,30,Unknown
Kaohsiung Harbor,2018,6,4,2018,4,21,7,56,Others,Floating Corpse,Dead,Male,51,Unknown
Kaohsiung Harbor,2018,6,20,2018,5,7,19,58,Dock,Others,Rescued,Male,Unknown,Yes
Kaohsiung Harbor,2018,6,21,2018,5,8,23,53,Dock,Others,Rescued,Male,Unknown,Yes
Kaohsiung Harbor,2018,6,23,2018,5,10,2,2,Dock,Others,Rescued,Male,Unknown,Unknown
Kaohsiung Harbor,2018,6,23,2018,5,10,2,2,Dock,Others,Rescued,Male,Unknown,Unknown
Kaohsiung Harbor,2018,6,23,2018,5,10,2,2,Dock,Others,Rescued,Male,Unknown,Unknown
Kaohsiung Harbor,2018,7,21,2018,6,9,1,10,Dock,Others,Rescued,Male,37,Unknown
Kaohsiung Harbor,2018,8,24,2018,7,14,6,30,Dock,Floating Corpse,Dead,Male,Unknown,Unknown
Kaohsiung Harbor,2018,9,19,2018,8,10,11,8,Dock,Slipping,Rescued,Male,50,No
Kaohsiung Harbor,2018,10,8,2018,8,29,15,14,Dock,Suicide,Rescued,Female,40,Unknown
Kaohsiung Harbor,2018,10,19,2018,9,11,7,4,Dock,Others,Dead,Female,51,Unknown
Kaohsiung Harbor,2018,12,24,2018,11,18,17,25,Offshore (<1km),Others,Rescued,Female,58,Yes
Taipei City,2019,1,2,2018,11,27,9,30,Lake,Floating Corpse,Dead,Male,60,Unknown
Taipei City,2019,1,3,2018,11,28,21,22,River,Suicide,Rescued,Female,35,Unknown
Taipei City,2019,1,12,2018,12,7,15,1,Swimming Pool,Playing,Rescued,Female,28,Yes
Taipei City,2019,1,14,2018,12,9,14,44,River,Floating Corpse,Dead,Female,64,Unknown
Taipei City,2019,1,19,2018,12,14,2,57,River,Floating Corpse,Dead,Female,60,Unknown
Taipei City,2019,1,28,2018,12,23,9,31,River,Floating Corpse,Dead,Female,66,Unknown
Taipei City,2019,2,13,2019,1,9,12,45,Pond,Floating Corpse,Dead,Male,63,Unknown
Taipei City,2019,2,17,2019,1,13,10,51,River,Suicide,Missing,Male,66,Unknown
Taipei City,2019,3,2,2019,1,26,6,39,River,Floating Corpse,Dead,Male,56,Unknown
Taipei City,2019,3,13,2019,2,7,9,46,Ditch,Floating Corpse,Dead,Female,25,Unknown
Taipei City,2019,3,27,2019,2,21,8,1,Pond,Floating Corpse,Dead,Male,Unknown,Unknown
Taipei City,2019,4,3,2019,2,28,19,59,River,Floating Corpse,Dead,Female,80,Unknown
Taipei City,2019,4,7,2019,3,3,14,44,River,Capsizing,Rescued,Female,42,Unknown
Taipei City,2019,4,7,2019,3,3,14,44,River,Capsizing,Rescued,Male,45,Unknown
Taipei City,2019,4,10,2019,3,6,15,31,River,Suicide,Rescued,Female,39,Unknown
